departure_date,origine,destination,is_open_today
2026-08-01,BANYULS SUR MER,PARIS (intramuros),0
2026-08-01,BAR LE DUC,MEUSE TGV,0
2026-08-01,BARCELONA SANTS,AGDE,0
2026-08-01,BARCELONA SANTS,BEZIERS,0
2026-08-01,BARCELONA SANTS,MONTPELLIER SAINT ROCH,0
2026-08-01,BARCELONA SANTS,MONTPELLIER SUD DE FRANCE,0
2026-08-01,BARCELONA SANTS,NARBONNE,0
2026-08-01,BARCELONA SANTS,NIMES CENTRE,0
2026-08-01,BARCELONA SANTS,NIMES PONT DU GARD,0
2026-08-01,BARCELONA SANTS,PARIS (intramuros),0
2026-08-01,BARCELONA SANTS,PERPIGNAN,0
2026-08-01,BARCELONA SANTS,SETE,0
2026-08-01,BARCELONA SANTS,VALENCE TGV AUVERGNE RHONE ALPES,0
2026-08-01,BASEL SBB,BELFORT MONTBELIARD TGV,0
2026-08-01,BASEL SBB,DIJON VILLE,0
2026-08-01,BASEL SBB,MULHOUSE VILLE,0
2026-08-01,BASEL SBB,PARIS (intramuros),0
2026-08-01,BASEL SBB,ZURICH HB,0
2026-08-01,BAYONNE,BIARRITZ,0
2026-08-01,BAYONNE,BIGANOS FACTURE,0
2026-08-01,BAYONNE,BORDEAUX ST JEAN,0
2026-08-01,BAYONNE,DAX,0
2026-08-01,BAYONNE,HENDAYE,0
2026-08-01,BAYONNE,LANNEMEZAN,0
2026-08-01,BAYONNE,LES AUBRAIS ORLEANS,1
2026-08-01,BAYONNE,LOURDES,0
2026-08-01,BAYONNE,MASSY TGV,0
2026-08-01,BAYONNE,MONTREJEAU GOURDAN POLIGNAN,0
2026-08-01,BAYONNE,ORTHEZ,0
2026-08-01,BAYONNE,PARIS (intramuros),1
2026-08-01,BAYONNE,PAU,0
2026-08-01,BAYONNE,ST GAUDENS,0
2026-08-01,BAYONNE,ST JEAN DE LUZ CIBOURE,0
2026-08-01,BAYONNE,TARBES,0
2026-08-01,BAYONNE,TOULOUSE MATABIAU,0
2026-08-01,BEAUNE,AIX EN PROVENCE TGV,0
2026-08-01,BEAUNE,ANTIBES,0
2026-08-01,BEAUNE,AVIGNON TGV,0
2026-08-01,BEAUNE,BELFORT MONTBELIARD TGV,0
2026-08-01,BEAUNE,BESANCON FRANCHE COMTE TGV,0
2026-08-01,BEAUNE,CANNES,0
2026-08-01,BEAUNE,COLMAR,0
2026-08-01,BEAUNE,DIJON VILLE,0
2026-08-01,BEAUNE,LES ARCS DRAGUIGNAN,0
2026-08-01,BEAUNE,LYON (intramuros),0
2026-08-01,BEAUNE,MARSEILLE ST CHARLES,0
2026-08-01,BEAUNE,MULHOUSE VILLE,0
2026-08-01,BEAUNE,NANCY,0
2026-08-01,BEAUNE,NICE VILLE,0
2026-08-01,BEAUNE,ST RAPHAEL VALESCURE,0
2026-08-01,BEAUNE,STRASBOURG,0
2026-08-01,BEAUNE,TOULON,0
2026-08-01,BEDARIEUX,ARVANT,0
2026-08-01,BEDARIEUX,AUMONT AUBRAC,0
2026-08-01,BEDARIEUX,BANASSAC LA CANOURGUE,0
2026-08-01,BEDARIEUX,BEZIERS,0
2026-08-01,BEDARIEUX,BRASSAC LES MINES STE FLORINE,0
2026-08-01,BEDARIEUX,CAMPAGNAC ST GENIEZ,0
2026-08-01,BEDARIEUX,CEILHES ROQUEREDONDE,0
2026-08-01,BEDARIEUX,CLERMONT FERRAND,0
2026-08-01,BEDARIEUX,ISSOIRE,0
2026-08-01,BEDARIEUX,LE BOUSQUET D'ORB,0
2026-08-01,BEDARIEUX,LE MONASTIER,0
2026-08-01,BEDARIEUX,MAGALAS,0
2026-08-01,BEDARIEUX,MARVEJOLS,0
2026-08-01,BEDARIEUX,MASSIAC BLESLE,0
2026-08-01,BEDARIEUX,MILLAU,0
2026-08-01,BEDARIEUX,NEUSSARGUES,0
2026-08-01,BEDARIEUX,SAINT CHELY D'APCHER,0
2026-08-01,BEDARIEUX,SAINT GEORGES DE LUZENCON,0
2026-08-01,BEDARIEUX,SAINT ROME DE CERNON,0
2026-08-01,BEDARIEUX,SEVERAC LE CHATEAU,0
2026-08-01,BEDARIEUX,ST FLOUR CHAUDES AIGUES,0
2026-08-01,BEDARIEUX,TOURNEMIRE ROQUEFORT,0
2026-08-01,BELFORT MONTBELIARD TGV,AIX EN PROVENCE TGV,0
2026-08-01,BELFORT MONTBELIARD TGV,ANTIBES,0
2026-08-01,BELFORT MONTBELIARD TGV,AVIGNON TGV,0
2026-08-01,BELFORT MONTBELIARD TGV,BADEN BADEN,0
2026-08-01,BELFORT MONTBELIARD TGV,BASEL SBB,0
2026-08-01,BELFORT MONTBELIARD TGV,BEAUNE,0
2026-08-01,BELFORT MONTBELIARD TGV,BESANCON FRANCHE COMTE TGV,1
2026-08-01,BELFORT MONTBELIARD TGV,BEZIERS,0
2026-08-01,BELFORT MONTBELIARD TGV,CANNES,0
2026-08-01,BELFORT MONTBELIARD TGV,CHALON SUR SAONE,0
2026-08-01,BELFORT MONTBELIARD TGV,COLMAR,0
2026-08-01,BELFORT MONTBELIARD TGV,DIJON VILLE,1
2026-08-01,BELFORT MONTBELIARD TGV,FRANKFURT AM MAIN HBF,0
2026-08-01,BELFORT MONTBELIARD TGV,KARLSRUHE HBF,0
2026-08-01,BELFORT MONTBELIARD TGV,LES ARCS DRAGUIGNAN,0
2026-08-01,BELFORT MONTBELIARD TGV,LYON (intramuros),0
2026-08-01,BELFORT MONTBELIARD TGV,MACON VILLE,0
2026-08-01,BELFORT MONTBELIARD TGV,MANNHEIM HBF,0
2026-08-01,BELFORT MONTBELIARD TGV,MARSEILLE ST CHARLES,0
2026-08-01,BELFORT MONTBELIARD TGV,METZ VILLE,0
2026-08-01,BELFORT MONTBELIARD TGV,MONTBARD,1
2026-08-01,BELFORT MONTBELIARD TGV,MONTPELLIER SAINT ROCH,0
2026-08-01,BELFORT MONTBELIARD TGV,MULHOUSE VILLE,1
2026-08-01,BELFORT MONTBELIARD TGV,NANCY,0
2026-08-01,BELFORT MONTBELIARD TGV,NARBONNE,0
2026-08-01,BELFORT MONTBELIARD TGV,NICE VILLE,0
2026-08-01,BELFORT MONTBELIARD TGV,NIMES CENTRE,0
2026-08-01,BELFORT MONTBELIARD TGV,PARIS (intramuros),1
2026-08-01,BELFORT MONTBELIARD TGV,PERPIGNAN,0
2026-08-01,BELFORT MONTBELIARD TGV,SETE,0
2026-08-01,BELFORT MONTBELIARD TGV,ST RAPHAEL VALESCURE,0
2026-08-01,BELFORT MONTBELIARD TGV,STRASBOURG,0
2026-08-01,BELFORT MONTBELIARD TGV,THIONVILLE,0
2026-08-01,BELFORT MONTBELIARD TGV,TOULON,0
2026-08-01,BELFORT MONTBELIARD TGV,VALENCE TGV AUVERGNE RHONE ALPES,0
2026-08-01,BELFORT MONTBELIARD TGV,ZURICH HB,0
2026-08-01,BELLEGARDE SUR VALSERINE GARE,AIX EN PROVENCE TGV,0
2026-08-01,BELLEGARDE SUR VALSERINE GARE,ANNEMASSE,1
2026-08-01,BELLEGARDE SUR VALSERINE GARE,AVIGNON TGV,0
2026-08-01,BELLEGARDE SUR VALSERINE GARE,BOURG EN BRESSE,0
2026-08-01,BELLEGARDE SUR VALSERINE GARE,CLUSES (HAUTE SAVOIE),0
2026-08-01,BELLEGARDE SUR VALSERINE GARE,EVIAN LES BAINS,1
2026-08-01,BELLEGARDE SUR VALSERINE GARE,LYON (intramuros),0
2026-08-01,BELLEGARDE SUR VALSERINE GARE,MARSEILLE ST CHARLES,0
2026-08-01,BELLEGARDE SUR VALSERINE GARE,NURIEUX GARE,0
2026-08-01,BELLEGARDE SUR VALSERINE GARE,PARIS (intramuros),1
2026-08-01,BELLEGARDE SUR VALSERINE GARE,SALLANCHES COMBLOUX MEGEVE,0
2026-08-01,BELLEGARDE SUR VALSERINE GARE,ST GERVAIS LES BAINS LE FAYET,0
2026-08-01,BELLEGARDE SUR VALSERINE GARE,THONON LES BAINS,1
2026-08-01,BESANCON FRANCHE COMTE TGV,AIX EN PROVENCE TGV,0
2026-08-01,BESANCON FRANCHE COMTE TGV,ANTIBES,0
2026-08-01,BESANCON FRANCHE COMTE TGV,AVIGNON TGV,0
2026-08-01,BESANCON FRANCHE COMTE TGV,BADEN BADEN,0
2026-08-01,BESANCON FRANCHE COMTE TGV,BEAUNE,0
2026-08-01,BESANCON FRANCHE COMTE TGV,BELFORT MONTBELIARD TGV,1
2026-08-01,BESANCON FRANCHE COMTE TGV,BEZIERS,0
2026-08-01,BESANCON FRANCHE COMTE TGV,CANNES,0
2026-08-01,BESANCON FRANCHE COMTE TGV,CHALON SUR SAONE,0
2026-08-01,BESANCON FRANCHE COMTE TGV,COLMAR,0
2026-08-01,BESANCON FRANCHE COMTE TGV,DIJON VILLE,1
2026-08-01,BESANCON FRANCHE COMTE TGV,FRANKFURT AM MAIN HBF,0
2026-08-01,BESANCON FRANCHE COMTE TGV,KARLSRUHE HBF,0
2026-08-01,BESANCON FRANCHE COMTE TGV,LES ARCS DRAGUIGNAN,0
2026-08-01,BESANCON FRANCHE COMTE TGV,LYON (intramuros),0
2026-08-01,BESANCON FRANCHE COMTE TGV,MACON VILLE,0
2026-08-01,BESANCON FRANCHE COMTE TGV,MANNHEIM HBF,0
2026-08-01,BESANCON FRANCHE COMTE TGV,MARSEILLE ST CHARLES,0
2026-08-01,BESANCON FRANCHE COMTE TGV,METZ VILLE,0
2026-08-01,BESANCON FRANCHE COMTE TGV,MONTBARD,1
2026-08-01,BESANCON FRANCHE COMTE TGV,MONTPELLIER SAINT ROCH,0
2026-08-01,BESANCON FRANCHE COMTE TGV,MULHOUSE VILLE,1
2026-08-01,BESANCON FRANCHE COMTE TGV,NANCY,0
2026-08-01,BESANCON FRANCHE COMTE TGV,NARBONNE,0
2026-08-01,BESANCON FRANCHE COMTE TGV,NICE VILLE,0
2026-08-01,BESANCON FRANCHE COMTE TGV,NIMES CENTRE,0
2026-08-01,BESANCON FRANCHE COMTE TGV,PARIS (intramuros),1
2026-08-01,BESANCON FRANCHE COMTE TGV,PERPIGNAN,0
2026-08-01,BESANCON FRANCHE COMTE TGV,SETE,0
2026-08-01,BESANCON FRANCHE COMTE TGV,ST RAPHAEL VALESCURE,0
2026-08-01,BESANCON FRANCHE COMTE TGV,STRASBOURG,0
2026-08-01,BESANCON FRANCHE COMTE TGV,THIONVILLE,0
2026-08-01,BESANCON FRANCHE COMTE TGV,TOULON,0
2026-08-01,BESANCON FRANCHE COMTE TGV,VALENCE TGV AUVERGNE RHONE ALPES,0
2026-08-01,BESANCON VIOTTE,BESANCON FRANCHE COMTE TGV,1
2026-08-01,BESANCON VIOTTE,DIJON VILLE,1
2026-08-01,BESANCON VIOTTE,MONTBARD,1
2026-08-01,BESANCON VIOTTE,PARIS (intramuros),1
2026-08-01,BETHUNE,PARIS (intramuros),1
2026-08-01,BEZIERS,AEROPORT ROISSY CDG 2 TGV,0
2026-08-01,BEZIERS,AGDE,1
2026-08-01,BEZIERS,AGEN,0
2026-08-01,BEZIERS,ARLES,0
2026-08-01,BEZIERS,ARRAS,0
2026-08-01,BEZIERS,ARVANT,0
2026-08-01,BEZIERS,AUMONT AUBRAC,0
2026-08-01,BEZIERS,BANASSAC LA CANOURGUE,0
2026-08-01,BEZIERS,BARCELONA SANTS,0
2026-08-01,BEZIERS,BEDARIEUX,0
2026-08-01,BEZIERS,BORDEAUX ST JEAN,0
2026-08-01,BEZIERS,BRASSAC LES MINES STE FLORINE,0
2026-08-01,BEZIERS,BRUXELLES MIDI,0
2026-08-01,BEZIERS,CAMPAGNAC ST GENIEZ,0
2026-08-01,BEZIERS,CARCASSONNE,1
2026-08-01,BEZIERS,CEILHES ROQUEREDONDE,0
2026-08-01,BEZIERS,CLERMONT FERRAND,0
2026-08-01,BEZIERS,FIGUERES VILAFANT,0
2026-08-01,BEZIERS,GIRONA,0
2026-08-01,BEZIERS,ISSOIRE,0
2026-08-01,BEZIERS,LE BOUSQUET D'ORB,0
2026-08-01,BEZIERS,LE MONASTIER,0
2026-08-01,BEZIERS,LILLE (intramuros),0
2026-08-01,BEZIERS,LYON (intramuros),0
2026-08-01,BEZIERS,LYON ST EXUPERY TGV.,0
2026-08-01,BEZIERS,MAGALAS,0
2026-08-01,BEZIERS,MARMANDE,0
2026-08-01,BEZIERS,MARNE LA VALLEE CHESSY,0
2026-08-01,BEZIERS,MARSEILLE ST CHARLES,0
2026-08-01,BEZIERS,MARVEJOLS,0
2026-08-01,BEZIERS,MASSIAC BLESLE,0
2026-08-01,BEZIERS,MILLAU,0
2026-08-01,BEZIERS,MONTAUBAN VILLE BOURBON,0
2026-08-01,BEZIERS,MONTPELLIER SAINT ROCH,1
2026-08-01,BEZIERS,MONTPELLIER SUD DE FRANCE,1
2026-08-01,BEZIERS,NARBONNE,1
2026-08-01,BEZIERS,NEUSSARGUES,0
2026-08-01,BEZIERS,NIMES CENTRE,1
2026-08-01,BEZIERS,NIMES PONT DU GARD,1
2026-08-01,BEZIERS,PARIS (intramuros),1
2026-08-01,BEZIERS,PERPIGNAN,1
2026-08-01,BEZIERS,SAINT CHELY D'APCHER,0
2026-08-01,BEZIERS,SAINT GEORGES DE LUZENCON,0
2026-08-01,BEZIERS,SAINT ROME DE CERNON,0
2026-08-01,BEZIERS,SETE,1
2026-08-01,BEZIERS,SEVERAC LE CHATEAU,0
2026-08-01,BEZIERS,ST FLOUR CHAUDES AIGUES,0
2026-08-01,BEZIERS,TGV HAUTE PICARDIE,0
2026-08-01,BEZIERS,TOULOUSE MATABIAU,1
2026-08-01,BEZIERS,TOURNEMIRE ROQUEFORT,0
2026-08-01,BEZIERS,VALENCE TGV AUVERGNE RHONE ALPES,1
2026-08-01,BIARRITZ,BAYONNE,0
2026-08-01,BIARRITZ,BORDEAUX ST JEAN,0
2026-08-01,BIARRITZ,DAX,0
2026-08-01,BIARRITZ,HENDAYE,0
2026-08-01,BIARRITZ,LOURDES,0
2026-08-01,BIARRITZ,MASSY TGV,0
2026-08-01,BIARRITZ,MONTREJEAU GOURDAN POLIGNAN,0
2026-08-01,BIARRITZ,ORTHEZ,0
2026-08-01,BIARRITZ,PARIS (intramuros),0
2026-08-01,BIARRITZ,PAU,0
2026-08-01,BIARRITZ,ST JEAN DE LUZ CIBOURE,0
2026-08-01,BIARRITZ,TARBES,0
2026-08-01,BIARRITZ,TOULOUSE MATABIAU,0
2026-08-01,BIGANOS FACTURE,ANGOULEME,0
2026-08-01,BIGANOS FACTURE,ARCACHON,0
2026-08-01,BIGANOS FACTURE,BORDEAUX ST JEAN,0
2026-08-01,BIGANOS FACTURE,LA TESTE,0
2026-08-01,BIGANOS FACTURE,MASSY TGV,1
2026-08-01,BIGANOS FACTURE,PARIS (intramuros),1
2026-08-01,BLOIS   CHAMBORD,ANGERS SAINT LAUD,0
2026-08-01,BLOIS   CHAMBORD,JUVISY,0
2026-08-01,BLOIS   CHAMBORD,LES AUBRAIS ORLEANS,0
2026-08-01,BLOIS   CHAMBORD,NANTES,0
2026-08-01,BLOIS   CHAMBORD,PARIS (intramuros),0
2026-08-01,BLOIS   CHAMBORD,SAUMUR,0
2026-08-01,BLOIS   CHAMBORD,ST PIERRE DES CORPS,0
2026-08-01,BORDEAUX ST JEAN,AEROPORT ROISSY CDG 2 TGV,1
2026-08-01,BORDEAUX ST JEAN,AGEN,1
2026-08-01,BORDEAUX ST JEAN,ANGOULEME,1
2026-08-01,BORDEAUX ST JEAN,ARCACHON,0
2026-08-01,BORDEAUX ST JEAN,ARLES,0
2026-08-01,BORDEAUX ST JEAN,BAYONNE,0
2026-08-01,BORDEAUX ST JEAN,BEZIERS,0
2026-08-01,BORDEAUX ST JEAN,BIARRITZ,0
2026-08-01,BORDEAUX ST JEAN,BIGANOS FACTURE,0
2026-08-01,BORDEAUX ST JEAN,CARCASSONNE,0
2026-08-01,BORDEAUX ST JEAN,CHAMPAGNE ARDENNE TGV,1
2026-08-01,BORDEAUX ST JEAN,CHATELLERAULT,1
2026-08-01,BORDEAUX ST JEAN,DAX,0
2026-08-01,BORDEAUX ST JEAN,FRANKFURT AM MAIN HBF,0
2026-08-01,BORDEAUX ST JEAN,FUTUROSCOPE,1
2026-08-01,BORDEAUX ST JEAN,HENDAYE,0
2026-08-01,BORDEAUX ST JEAN,JONZAC,0
2026-08-01,BORDEAUX ST JEAN,JUVISY,0
2026-08-01,BORDEAUX ST JEAN,LA ROCHE SUR YON,0
2026-08-01,BORDEAUX ST JEAN,LA ROCHELLE VILLE,0
2026-08-01,BORDEAUX ST JEAN,LA TESTE,0
2026-08-01,BORDEAUX ST JEAN,LACANAU OCEAN,0
2026-08-01,BORDEAUX ST JEAN,LES AUBRAIS ORLEANS,0
2026-08-01,BORDEAUX ST JEAN,LIBOURNE,1
2026-08-01,BORDEAUX ST JEAN,LILLE (intramuros),0
2026-08-01,BORDEAUX ST JEAN,LORRAINE TGV,1
2026-08-01,BORDEAUX ST JEAN,LOURDES,0
2026-08-01,BORDEAUX ST JEAN,LUCON,0
2026-08-01,BORDEAUX ST JEAN,MANNHEIM HBF,0
2026-08-01,BORDEAUX ST JEAN,MARMANDE,1
2026-08-01,BORDEAUX ST JEAN,MARNE LA VALLEE CHESSY,1
2026-08-01,BORDEAUX ST JEAN,MARSEILLE ST CHARLES,0
2026-08-01,BORDEAUX ST JEAN,MASSY TGV,1
2026-08-01,BORDEAUX ST JEAN,MEUSE TGV,1
2026-08-01,BORDEAUX ST JEAN,MONTAUBAN VILLE BOURBON,1
2026-08-01,BORDEAUX ST JEAN,MONTPELLIER SAINT ROCH,0
2026-08-01,BORDEAUX ST JEAN,NANTES,0
2026-08-01,BORDEAUX ST JEAN,NARBONNE,0
2026-08-01,BORDEAUX ST JEAN,NIMES CENTRE,0
2026-08-01,BORDEAUX ST JEAN,ORTHEZ,0
2026-08-01,BORDEAUX ST JEAN,PARIS (intramuros),1
2026-08-01,BORDEAUX ST JEAN,PAU,0
2026-08-01,BORDEAUX ST JEAN,POITIERS,1
2026-08-01,BORDEAUX ST JEAN,ROCHEFORT,0
2026-08-01,BORDEAUX ST JEAN,SAINTES,0
2026-08-01,BORDEAUX ST JEAN,SETE,0
2026-08-01,BORDEAUX ST JEAN,ST JEAN DE LUZ CIBOURE,0
2026-08-01,BORDEAUX ST JEAN,ST PIERRE DES CORPS,1
2026-08-01,BORDEAUX ST JEAN,STRASBOURG,1
2026-08-01,BORDEAUX ST JEAN,TARBES,0
2026-08-01,BORDEAUX ST JEAN,TGV HAUTE PICARDIE,0
2026-08-01,BORDEAUX ST JEAN,TOULOUSE MATABIAU,1
2026-08-01,BORDEAUX ST JEAN,TOURCOING,0
2026-08-01,BOULOGNE VILLE,PARIS (intramuros),1
2026-08-01,BOURCEFRANC LE CHAPUS,DOLUS D'OLERON,0
2026-08-01,BOURCEFRANC LE CHAPUS,MARENNES,0
2026-08-01,BOURCEFRANC LE CHAPUS,ROCHEFORT,0
2026-08-01,BOURCEFRANC LE CHAPUS,ST PIERRE D'OLERON,0
2026-08-01,BOURCEFRANC LE CHAPUS,SURGERES,0
2026-08-01,BOURG EN BRESSE,ANNEMASSE,0
2026-08-01,BOURG EN BRESSE,BELLEGARDE SUR VALSERINE GARE,0
2026-08-01,BOURG EN BRESSE,PARIS (intramuros),1
2026-08-01,BOURG SAINT MAURICE,AIME LA PLAGNE,0
2026-08-01,BOURG SAINT MAURICE,ALBERTVILLE,0
2026-08-01,BOURG SAINT MAURICE,CHAMBERY CHALLES LES EAUX,0
2026-08-01,BOURG SAINT MAURICE,LANDRY,0
2026-08-01,BOURG SAINT MAURICE,MOUTIERS SALINS BRIDES LES BAINS,0
2026-08-01,BOURG SAINT MAURICE,PARIS (intramuros),0
2026-08-01,BOURGES,ANGERS SAINT LAUD,0
2026-08-01,BOURGES,LYON (intramuros),0
2026-08-01,BOURGES,MOULINS SUR ALLIER,0
2026-08-01,BOURGES,NANTES,0
2026-08-01,BOURGES,NEVERS,0
2026-08-01,BOURGES,ROANNE,0
2026-08-01,BOURGES,SAINT GERMAIN DES FOSSES,0
2026-08-01,BOURGES,SAUMUR,0
2026-08-01,BOURGES,ST PIERRE DES CORPS,0
2026-08-01,BOURGES,VIERZON,0
2026-08-01,BRASSAC LES MINES STE FLORINE,ARVANT,0
2026-08-01,BRASSAC LES MINES STE FLORINE,AUMONT AUBRAC,0
2026-08-01,BRASSAC LES MINES STE FLORINE,BANASSAC LA CANOURGUE,0
2026-08-01,BRASSAC LES MINES STE FLORINE,BEDARIEUX,0
2026-08-01,BRASSAC LES MINES STE FLORINE,BEZIERS,0
2026-08-01,BRASSAC LES MINES STE FLORINE,CAMPAGNAC ST GENIEZ,0
2026-08-01,BRASSAC LES MINES STE FLORINE,CEILHES ROQUEREDONDE,0
2026-08-01,BRASSAC LES MINES STE FLORINE,CLERMONT FERRAND,0
2026-08-01,BRASSAC LES MINES STE FLORINE,ISSOIRE,0
2026-08-01,BRASSAC LES MINES STE FLORINE,LE BOUSQUET D'ORB,0
2026-08-01,BRASSAC LES MINES STE FLORINE,LE MONASTIER,0
2026-08-01,BRASSAC LES MINES STE FLORINE,MAGALAS,0
2026-08-01,BRASSAC LES MINES STE FLORINE,MARVEJOLS,0
2026-08-01,BRASSAC LES MINES STE FLORINE,MASSIAC BLESLE,0
2026-08-01,BRASSAC LES MINES STE FLORINE,MILLAU,0
2026-08-01,BRASSAC LES MINES STE FLORINE,NEUSSARGUES,0
2026-08-01,BRASSAC LES MINES STE FLORINE,SAINT CHELY D'APCHER,0
2026-08-01,BRASSAC LES MINES STE FLORINE,SAINT GEORGES DE LUZENCON,0
2026-08-01,BRASSAC LES MINES STE FLORINE,SAINT ROME DE CERNON,0
2026-08-01,BRASSAC LES MINES STE FLORINE,SEVERAC LE CHATEAU,0
2026-08-01,BRASSAC LES MINES STE FLORINE,ST FLOUR CHAUDES AIGUES,0
2026-08-01,BRASSAC LES MINES STE FLORINE,TOURNEMIRE ROQUEFORT,0
2026-08-01,BREST,GUINGAMP,1
2026-08-01,BREST,LAMBALLE,1
2026-08-01,BREST,LANDERNEAU,0
2026-08-01,BREST,LAVAL,0
2026-08-01,BREST,MORLAIX,1
2026-08-01,BREST,PARIS (intramuros),1
2026-08-01,BREST,PLOUARET TREGOR,1
2026-08-01,BREST,RENNES,1
2026-08-01,BREST,ST BRIEUC,1
2026-08-01,BRETENOUX BIARS,PARIS (intramuros),1
2026-08-01,BRIANCON,PARIS (intramuros),1
2026-08-01,BRIVE LA GAILLARDE,ARGENTON SUR CREUSE,0
2026-08-01,BRIVE LA GAILLARDE,CAHORS,0
2026-08-01,BRIVE LA GAILLARDE,CAUSSADE(TARN ET GARONNE),0
2026-08-01,BRIVE LA GAILLARDE,CHATEAUROUX,1
2026-08-01,BRIVE LA GAILLARDE,GOURDON,0
2026-08-01,BRIVE LA GAILLARDE,ISSOUDUN,0
2026-08-01,BRIVE LA GAILLARDE,LA SOUTERRAINE,1
2026-08-01,BRIVE LA GAILLARDE,LES AUBRAIS ORLEANS,1
2026-08-01,BRIVE LA GAILLARDE,LIMOGES BENEDICTINS,1
2026-08-01,BRIVE LA GAILLARDE,MONTAUBAN VILLE BOURBON,0
2026-08-01,BRIVE LA GAILLARDE,PARIS (intramuros),1
2026-08-01,BRIVE LA GAILLARDE,SOUILLAC,0
2026-08-01,BRIVE LA GAILLARDE,TOULOUSE MATABIAU,0
2026-08-01,BRIVE LA GAILLARDE,UZERCHE,0
2026-08-01,BRIVE LA GAILLARDE,VIERZON,1
2026-08-01,BRUXELLES MIDI,AEROPORT ROISSY CDG 2 TGV,1
2026-08-01,BRUXELLES MIDI,AGDE,0
2026-08-01,BRUXELLES MIDI,AIX EN PROVENCE TGV,0
2026-08-01,BRUXELLES MIDI,ANGERS SAINT LAUD,0
2026-08-01,BRUXELLES MIDI,AVIGNON TGV,0
2026-08-01,BRUXELLES MIDI,BEZIERS,0
2026-08-01,BRUXELLES MIDI,CHAMPAGNE ARDENNE TGV,0
2026-08-01,BRUXELLES MIDI,LAVAL,0
2026-08-01,BRUXELLES MIDI,LE MANS,0
2026-08-01,BRUXELLES MIDI,LILLE (intramuros),1
2026-08-01,BRUXELLES MIDI,LORRAINE TGV,0
2026-08-01,BRUXELLES MIDI,LYON (intramuros),0
2026-08-01,BRUXELLES MIDI,MARNE LA VALLEE CHESSY,0
2026-08-01,BRUXELLES MIDI,MARSEILLE ST CHARLES,0
2026-08-01,BRUXELLES MIDI,MASSY TGV,0
2026-08-01,BRUXELLES MIDI,MEUSE TGV,0
2026-08-01,BRUXELLES MIDI,MONTPELLIER SAINT ROCH,0
2026-08-01,BRUXELLES MIDI,MONTPELLIER SUD DE FRANCE,0
2026-08-01,BRUXELLES MIDI,NANTES,0
2026-08-01,BRUXELLES MIDI,NARBONNE,0
2026-08-01,BRUXELLES MIDI,NIMES CENTRE,0
2026-08-01,BRUXELLES MIDI,NIMES PONT DU GARD,0
2026-08-01,BRUXELLES MIDI,PERPIGNAN,0
2026-08-01,BRUXELLES MIDI,RENNES,0
2026-08-01,BRUXELLES MIDI,SETE,0
2026-08-01,BRUXELLES MIDI,STRASBOURG,0
2026-08-01,BRUXELLES MIDI,TGV HAUTE PICARDIE,1
2026-08-01,BRUXELLES MIDI,VALENCE TGV AUVERGNE RHONE ALPES,0
2026-08-01,CAHORS,ARGENTON SUR CREUSE,0
2026-08-01,CAHORS,BRIVE LA GAILLARDE,1
2026-08-01,CAHORS,CAUSSADE(TARN ET GARONNE),0
2026-08-01,CAHORS,CHATEAUROUX,1
2026-08-01,CAHORS,GOURDON,1
2026-08-01,CAHORS,ISSOUDUN,0
2026-08-01,CAHORS,LA SOUTERRAINE,1
2026-08-01,CAHORS,LES AUBRAIS ORLEANS,1
2026-08-01,CAHORS,LIMOGES BENEDICTINS,1
2026-08-01,CAHORS,MONTAUBAN VILLE BOURBON,0
2026-08-01,CAHORS,PARIS (intramuros),1
2026-08-01,CAHORS,SOUILLAC,1
2026-08-01,CAHORS,TOULOUSE MATABIAU,0
2026-08-01,CAHORS,UZERCHE,0
2026-08-01,CAHORS,VIERZON,1
2026-08-01,CALAIS FRETHUN,PARIS (intramuros),1
2026-08-01,CAMPAGNAC ST GENIEZ,ARVANT,0
2026-08-01,CAMPAGNAC ST GENIEZ,AUMONT AUBRAC,0
2026-08-01,CAMPAGNAC ST GENIEZ,BANASSAC LA CANOURGUE,0
2026-08-01,CAMPAGNAC ST GENIEZ,BEDARIEUX,0
2026-08-01,CAMPAGNAC ST GENIEZ,BEZIERS,0
2026-08-01,CAMPAGNAC ST GENIEZ,BRASSAC LES MINES STE FLORINE,0
2026-08-01,CAMPAGNAC ST GENIEZ,CEILHES ROQUEREDONDE,0
2026-08-01,CAMPAGNAC ST GENIEZ,CLERMONT FERRAND,0
2026-08-01,CAMPAGNAC ST GENIEZ,ISSOIRE,0
2026-08-01,CAMPAGNAC ST GENIEZ,LE BOUSQUET D'ORB,0
2026-08-01,CAMPAGNAC ST GENIEZ,LE MONASTIER,0
2026-08-01,CAMPAGNAC ST GENIEZ,MAGALAS,0
2026-08-01,CAMPAGNAC ST GENIEZ,MARVEJOLS,0
2026-08-01,CAMPAGNAC ST GENIEZ,MASSIAC BLESLE,0
2026-08-01,CAMPAGNAC ST GENIEZ,MILLAU,0
2026-08-01,CAMPAGNAC ST GENIEZ,NEUSSARGUES,0
2026-08-01,CAMPAGNAC ST GENIEZ,SAINT CHELY D'APCHER,0
2026-08-01,CAMPAGNAC ST GENIEZ,SAINT GEORGES DE LUZENCON,0
2026-08-01,CAMPAGNAC ST GENIEZ,SAINT ROME DE CERNON,0
2026-08-01,CAMPAGNAC ST GENIEZ,SEVERAC LE CHATEAU,0
